"","PROM_GRAL_2018","PROM_GRAL_2019","GEN_ALU","ASISTENCIA_2018"
"881",5.1,4.9,"1",96
"882",6.3,6.5,"2",97
"883",6.4,6.9,"2",96
"884",5.8,4.6,"1",98
"885",5.4,5.4,"1",97
"886",5.4,5.4,"1",88
"887",6,6,"2",80
"888",5.4,5.4,"2",70
"889",5.7,5.7,"1",97
"890",6.1,6,"2",94
"891",6.3,6.3,"1",89
"892",5.6,5.1,"2",92
"893",6.2,6.6,"2",100
"894",5.2,4.9,"1",97
"895",6.1,6.3,"1",95
"896",6.3,6,"2",98
"897",5.2,4.8,"1",98
"898",6.6,6.7,"2",99
"899",5.6,5.7,"2",96
"900",6.5,6.3,"2",99
"901",4.9,5.5,"1",81
"902",5.6,5.3,"1",96
"903",5.9,5.7,"1",97
"904",5.5,5.2,"2",86
"905",5.8,5.1,"2",99
"906",5.1,4.9,"2",86
"907",5.9,5.9,"1",96
"908",6.7,6.8,"1",97
"909",6.4,6.6,"1",100
"910",5.7,4.9,"1",98
"911",5.3,5.5,"2",89
"912",6.2,6.2,"1",95
"913",6.4,6.4,"2",88
"914",5.6,5.3,"1",95
"915",6,5.3,"2",97
"916",6.2,6.5,"2",100
"917",6.7,5.7,"2",83
"918",6.1,6.3,"2",96
"919",6.5,5.5,"2",89
"920",6,6.2,"2",95
"921",4.8,4.7,"1",92
"922",6.2,6.3,"2",99
"923",6.3,6.3,"2",97
"924",4.9,4.8,"1",91
"925",5.4,5.5,"2",85
"926",5.3,5,"1",84
"927",5.3,5.3,"1",85
"928",6.6,6.7,"1",99
"929",6.5,6.4,"1",99
"930",6,5.7,"1",86
"931",6.3,5.9,"2",90
"932",5.2,4.9,"1",90
"933",6.8,6.2,"2",91
"934",4.8,4.7,"2",89
"935",6,5.7,"2",97
"936",6.2,6.1,"2",95
"937",5.3,5.6,"2",95
"938",5.9,5.7,"1",81
"939",5.3,5.5,"2",93
"940",5.8,5.1,"1",100
"941",6.3,6.1,"2",93
"942",5.8,6,"1",97
"943",5.3,5.3,"2",90
"944",4.8,4.8,"2",97
"945",5.9,5.4,"2",88
"946",4.6,4.6,"1",81
"947",6.5,6.3,"2",96
"948",6.2,6.6,"1",91
"949",5,4.6,"1",99
"950",5.5,5.7,"1",87
"951",6.5,6.2,"2",97
"952",5,5.1,"2",90
"953",5.8,6.5,"2",94
"954",5.3,5.7,"2",95
"955",6.5,6.5,"2",96
"956",5.6,5.8,"1",96
"957",4.9,4.6,"1",97
"958",5.7,6.3,"1",62
"959",6.1,6.2,"2",97
"960",5.6,5.6,"2",100
"961",6.1,6,"2",85
"962",5.6,4.8,"2",97
"963",5.7,5.4,"1",95
"964",6,6.1,"1",93
"965",4.9,5.1,"2",93
"966",5.2,3.8,"2",89
"967",5.8,5.2,"1",99
"968",5.4,5.1,"2",90
"969",6.1,6.4,"1",98
"970",6.8,6.4,"2",97
"971",5.9,5.7,"1",96
"972",6.1,6.3,"2",98
"973",6.3,6.7,"1",98
"974",5.3,4.8,"2",86
"975",5,5,"1",96
"976",5.9,6.3,"2",93
"977",5.2,5.4,"1",96
"978",6.4,5.9,"2",94
"979",6.9,6.9,"2",99
"980",5.9,6,"2",98
"981",5.3,4.6,"1",98
"982",6.1,5.8,"2",85
"983",5.3,5.3,"2",98
"984",5.4,4.6,"2",91
"985",5.5,5.5,"2",98
"986",5.6,5.7,"1",89
"987",5.3,6.1,"2",92
"988",6.1,5.7,"2",100
"989",5.8,5.5,"2",94
"990",6.2,5.9,"1",99
"991",6.2,6.4,"2",97
"992",5.4,5.5,"2",96
"993",5.5,5.6,"1",98
"994",5.5,4.8,"2",95
"995",5.5,5.5,"2",92
"996",6.2,6.1,"2",92
"997",5.7,5.5,"2",99
"998",6.3,5.4,"2",92
"999",5.5,5.5,"2",94
"1000",5.5,5.5,"1",100
"1001",6.1,6.1,"1",100
"1002",6.7,6.8,"1",100
"1003",5.6,4.5,"1",91
"1004",4.8,4.4,"2",83
"1005",5.3,5.2,"1",94
"1006",6.1,6.2,"1",91
"1007",6.5,6.9,"2",96
"1008",5.5,5,"1",91
"1009",6,6.5,"2",97
"1010",5.7,4.9,"1",96
"1011",5.4,6.2,"1",88
"1012",5.5,5.1,"1",98
"1013",5.6,5.2,"1",93
"1014",6.6,6.5,"1",99
"1015",6.1,6,"1",95
"1016",5.3,5.8,"1",98
"1017",6.4,5.7,"1",94
"1018",5.7,5.5,"1",89
"1019",5.4,5,"2",96
"1020",5.6,5.2,"1",95
"1021",6.2,5.8,"1",92
"1022",6.2,6.2,"2",95
"1023",6.5,6.5,"2",96
"1024",6.1,6.2,"1",98
"1025",4.9,5.1,"1",83
"1026",6.5,5.9,"2",90
"1027",4.5,5,"2",85
"1028",5,5.3,"2",94
"1029",6.7,6.6,"2",96
"1030",6.3,5.8,"2",99
"1031",5,5.4,"1",98
"1032",6,5.2,"2",92
"1033",5.3,5.7,"2",90
"1034",6,6.2,"1",97
"1035",5.6,5.6,"1",88
"1036",6,5.5,"2",95
"1037",6.1,5.8,"1",100
"1038",5.7,5.7,"1",100
"1039",6.6,4.9,"2",100
"1040",5.8,5.9,"1",78
"1041",5.9,6.1,"1",97
"1042",5.2,5.1,"1",98
"1043",5.9,5.7,"2",100
"1044",6,5.7,"1",100
"1045",5.4,5.6,"2",95
"1046",5.8,5.2,"2",95
"1047",6,5.1,"2",95
"1048",6.2,5.8,"1",77
"1049",5.1,5.1,"2",88
"1050",5.5,5.3,"1",96
"1051",5.4,5.4,"1",89
"1052",5.1,5.3,"1",98
"1053",6,5.7,"1",97
"1054",5.3,4.5,"1",80
"1055",5.3,5.6,"2",95
"1056",5.4,4.5,"1",96
"1057",6.7,6.9,"2",97
"1058",4.8,5.9,"2",99
"1059",6,6.4,"2",100
"1060",6.8,5.8,"2",85
"1061",6.2,6.5,"2",95
"1062",5.5,5.4,"1",96
"1063",6.2,5.1,"1",85
"1064",6,6.1,"2",59
"1065",5.6,5.7,"1",99
"1066",6,5.4,"1",93
"1067",6,5.8,"2",97
"1068",6,5.8,"2",99
"1069",5.2,5.1,"2",94
"1070",5.2,6,"1",90
"1071",5.6,4.8,"1",88
"1072",5,5.9,"1",95
"1073",6.9,6.9,"2",99
"1074",6.5,6.5,"1",99
"1075",5.2,5.6,"1",99
"1076",5.7,5.6,"2",90
"1077",6.1,6,"1",93
"1078",5.6,6,"1",88
"1079",6.7,6.6,"2",99
"1080",6.4,5.9,"1",99
"1081",5.7,4.7,"2",99
"1082",5.8,5.8,"1",98
"1083",6.5,6,"1",98
"1084",5.1,4.9,"2",86
"1085",5.6,5.9,"1",96
"1086",6.1,5.1,"1",96
"1087",5.1,5,"2",99
"1088",6.4,6.4,"1",81
"1089",6.8,6.8,"2",98
"1090",5.2,5.9,"1",94
"1091",4.9,5.4,"1",89
"1092",6,5.1,"1",96
"1093",6.2,6.6,"2",87
"1094",5.9,5.5,"2",95
"1095",5.6,5,"2",85
"1096",5.4,6.2,"1",89
"1097",5.2,5.6,"1",87
"1098",5.1,4.9,"2",98
"1099",5.6,5.7,"2",95
"1100",6.3,6.2,"2",96
"1101",6.2,5.9,"2",100
"1102",5.5,4.1,"1",88
"1103",5.3,5,"2",91
"1104",5.7,5.7,"1",95
"1105",5.7,5.7,"1",95
"1106",6.4,6.3,"2",98
"1107",5.9,5,"2",94
"1108",6.1,6.2,"2",94
"1109",4.8,4.9,"1",94
"1110",6.6,6.1,"2",99
"1111",5.4,5.7,"2",93
"1112",6.4,6.5,"2",91
"1113",5.9,5.3,"1",100
"1114",5.6,5.2,"1",98
"1115",6.1,5.7,"2",92
"1116",5.4,5.6,"2",93
"1117",5.8,5.9,"1",99
"1118",5.2,5.7,"2",91
"1119",6.7,6.6,"2",95
"1120",5.3,5.2,"2",85
"1121",5.2,4.9,"1",97
"1122",6.1,6.1,"2",96
"1123",5.9,6,"2",88
"1124",6.3,5.7,"1",95
"1125",6.6,6.7,"2",99
"1126",6,6.1,"2",99
"1127",5.5,5.6,"2",92
"1128",5,5.4,"1",98
"1129",5.9,5.9,"2",88
"1130",5.1,4.8,"2",70
"1131",6.6,6.9,"2",100
"1132",5,4.5,"1",97
"1133",5.2,4.9,"1",93
"1134",4.9,3.9,"1",92
"1135",5.4,5.3,"1",95
"1136",5.9,5.6,"1",98
"1137",6.2,6.3,"1",94
"1138",6.3,6.1,"2",97
"1139",6.4,5.9,"1",96
"1140",5.9,5.9,"1",90
"1141",5.5,5.2,"1",95
"1142",6.1,5.9,"2",97
"1143",4.5,2.6,"1",97
"1144",5.3,5.3,"1",92
"1145",6.4,6.5,"2",100
"1146",5.1,5.5,"2",99
"1147",5.4,4.9,"1",94
"1148",6,5.2,"1",90
"1149",6.5,6.5,"2",98
"1150",6.2,5.4,"1",91
"1151",5.7,5.1,"1",85
"1152",6.3,6.4,"1",99
"1153",5.4,4.4,"1",94
"1154",5.1,5.1,"1",94
"1155",6.2,5.4,"2",94
"1156",5.1,4.9,"1",98
"1157",5.7,5.9,"2",99
"1158",4.7,5.3,"2",48
"1159",6,5.7,"2",95
"1160",5.5,5.7,"1",99
"1161",5.9,5.6,"1",91
"1162",6.1,5.8,"1",95
"1163",6.4,5.8,"2",99
"1164",5.9,5.8,"1",97
"1165",6.8,6.6,"1",100
"1166",5,4.6,"2",96
"1167",5.4,5.1,"1",99
"1168",6.1,6.3,"1",96
"1169",6.1,5.5,"1",97
"1170",6.1,6.1,"2",95
"1171",5.2,5.2,"1",97
"1172",5.7,5.7,"2",86
"1173",6.3,6,"2",92
"1174",5.1,4.6,"1",88
"1175",6.2,6.1,"2",100
"1176",5.4,5,"2",99
"1177",5.6,5.8,"1",89
"1178",6.4,5.9,"1",93
"1179",5.6,5.8,"1",98
"1180",5.4,3.6,"1",95
"1181",6.2,6.2,"1",93
"1182",5.6,5.7,"1",93
"1183",5.3,6,"1",97
"1184",5.1,3.2,"1",71
"1185",6.5,6.4,"2",100
"1186",5.1,5.5,"2",94
"1187",5.5,5.9,"1",95
"1188",5.6,4.8,"2",98
"1189",5.3,5.8,"2",88
"1190",5.3,5.4,"1",94
"1191",5.7,5.3,"1",99
"1192",6.2,6.5,"2",100
"1193",5.7,5.9,"2",96
"1194",5.4,5.8,"2",94
"1195",4.9,5.8,"1",100
"1196",6.4,6.5,"2",99
"1197",5,4.9,"1",86
"1198",6.3,6.6,"2",95
"1199",5.9,6.3,"2",75
"1200",6.1,6.4,"2",99
"1201",6.1,6.1,"1",95
"1202",5.5,5.7,"2",96
"1203",5.2,5.4,"1",86
"1204",5.2,5.2,"2",97
"1205",5.7,5.9,"1",94
"1206",5.9,5.7,"2",95
"1207",5.9,5.8,"2",95
"1208",5,5.5,"2",83
"1209",5.6,5.9,"2",84
"1210",5.5,3.3,"1",91
"1211",5.2,4.8,"2",94
"1212",5.4,5.2,"1",94
"1213",5.9,6,"1",100
"1214",6.6,6.7,"1",95
"1215",6.5,5.8,"2",98
"1216",5.1,5.1,"1",95
"1217",5.4,4.7,"1",72
"1218",6,5.1,"1",98
"1219",5.1,5.6,"1",89
"1220",5.9,5.8,"2",94
"1221",5.6,5.6,"2",84
"1222",5.9,6.4,"2",100
"1223",6.2,6.1,"1",97
"1224",5.9,6.2,"1",97
"1225",5.4,5.6,"2",90
"1226",5.4,5.6,"1",90
"1227",6.8,6.9,"2",99
"1228",5.7,4.9,"1",90
"1229",6.1,4.8,"2",100
"1230",5.8,5,"2",98
"1231",5.8,5.2,"2",93
"1232",5.4,5.1,"2",96
"1233",5.4,5.2,"1",93
"1234",6.2,6,"1",98
"1235",5.9,6.2,"2",92
"1236",5.5,5.5,"2",86
"1237",5.9,5.8,"1",98
"1238",6.1,6.2,"2",99
"1239",5.2,5.5,"1",89
"1240",5.2,4.9,"2",81
"1241",5.9,5.8,"1",91
"1242",5.5,5.3,"1",89
"1243",5.8,5.8,"2",89
"1244",5.8,6.2,"2",98
"1245",5.6,5.8,"2",97
"1246",5.5,5.5,"2",97
"1247",4.8,4.3,"1",89
"1248",5.3,5.2,"1",88
"1249",5.5,5.5,"2",99
"1250",6.5,4.8,"2",98
"1251",5.8,4.9,"1",99
"1252",5.7,6.1,"1",99
"1253",6.4,6.6,"1",90
"1254",5.7,5.2,"1",99
"1255",5.3,5,"2",95
"1256",6,5.8,"1",94
"1257",5.4,4.9,"2",97
"1258",6.2,5.6,"1",92
"1259",5.4,5,"2",73
"1260",6,6,"1",82
"1261",5.9,6,"2",100
"1262",6.7,6.7,"2",85
"1263",5.3,4.3,"1",87
"1264",5.8,6.6,"2",87
"1265",6.1,6,"1",98
"1266",6,6,"2",93
"1267",5.4,5,"1",89
"1268",5,5.4,"1",88
"1269",5.7,5.5,"2",94
"1270",4.6,5.2,"2",77
"1271",6.4,6.3,"2",97
"1272",5.9,5.1,"1",100
"1273",5.1,5,"2",98
"1274",5.4,5.3,"1",98
"1275",6.2,6,"2",95
"1276",5.5,5.2,"1",97
"1277",5.3,4,"1",97
"1278",5.8,5.6,"2",99
"1279",6.2,5.2,"2",91
"1280",4.7,4.1,"1",98
"1281",5.7,5.3,"2",94
"1282",5.1,5.4,"1",93
"1283",5.2,4.5,"1",94
"1284",5.1,5.5,"1",93
"1285",5.4,5.7,"1",92
"1286",5.8,5.5,"1",99
"1287",5.5,5.6,"2",89
"1288",5.6,5.5,"2",89
"1289",4.7,3.7,"2",70
"1290",5.1,5.8,"1",93
"1291",5.6,6,"2",95
"1292",5,5.3,"2",88
"1293",5.9,5.9,"2",94
"1294",5.9,6.1,"2",95
"1295",5.9,5.5,"1",98
"1296",5.7,5.6,"2",84
"1297",6.1,5.8,"2",98
"1298",4.8,5,"1",98
"1299",6.1,6.2,"2",92
"1300",6.2,5.8,"1",96
"1301",4.9,5.2,"1",97
"1302",5.2,5.2,"1",91
"1303",5.4,5.5,"2",95
"1304",5.4,4.6,"2",90
"1305",6.9,6.8,"2",97
"1306",7,6.9,"2",96
"1307",5.1,5.5,"2",88
"1308",5.1,5.2,"1",87
"1309",4.9,5.2,"1",92
"1310",5.5,4.8,"2",75
"1311",6.8,6.8,"1",93
"1312",6.2,5.9,"2",92
"1313",6.3,6.5,"2",75
"1314",6.6,6.7,"1",95
"1315",6,6.3,"2",95
"1316",6.1,6,"2",96
"1317",5.1,5.7,"2",91
"1318",6.2,5.9,"2",85
"1319",5.7,5.1,"1",94
"1320",4.8,5,"1",95
"1321",4.6,4.8,"1",96
"1322",6.4,6.3,"2",98
"1323",4.8,3.6,"1",90
"1324",5.7,4.6,"2",95
"1325",6.3,6.7,"1",90
"1326",6.6,6.4,"2",88
"1327",4.7,4.8,"1",91
"1328",5.5,5.1,"1",100
"1329",5,5.3,"2",86
"1330",5.9,6.2,"1",98
"1331",6.5,6.5,"1",99
"1332",5.4,4.5,"1",92
"1333",6.6,6.3,"2",100
"1334",5.8,5.9,"2",95
"1335",5.2,5.4,"1",92
"1336",5.4,5,"1",98
"1337",4.9,5.2,"1",90
"1338",5.5,5.4,"2",98
"1339",5.5,5.5,"2",92
"1340",4.8,4.6,"1",94
"1341",5.3,5.3,"2",85
"1342",4.9,4.6,"1",86
"1343",5.1,5.7,"2",97
"1344",6,5.9,"2",97
"1345",4.7,4.3,"1",92
"1346",5.9,5.6,"1",99
"1347",5.2,5.2,"2",91
"1348",5.6,5.8,"2",95
"1349",6.1,5.7,"2",97
"1350",6.1,6.1,"1",90
"1351",5.3,5.1,"2",93
"1352",5,5.1,"2",99
"1353",6.4,6.5,"1",95
"1354",5.2,5,"1",87
"1355",6.5,6.8,"1",98
"1356",5.4,5.8,"1",94
"1357",6,6.2,"2",93
"1358",5.4,4.9,"1",88
"1359",5,5,"1",95
"1360",5.5,4.5,"1",98
"1361",6.6,6.2,"1",96
"1362",4.9,5.1,"1",82
"1363",6,5,"2",93
"1364",5.3,5,"2",86
"1365",5.7,3.7,"2",75
"1366",5.6,4.9,"1",97
"1367",5,4.1,"1",97
"1368",5.3,5.1,"1",82
"1369",5.6,5.6,"2",98
"1370",4.9,4.8,"1",86
"1371",5.8,6,"2",94
"1372",5.8,6,"1",98
"1373",5.2,5.4,"2",93
"1374",5.4,5.7,"2",91
"1375",6.3,5.4,"1",93
"1376",5.8,5.5,"1",99
"1377",5.8,6.2,"1",45
"1378",5.9,5.3,"1",96
"1379",5.6,5.3,"1",87
"1380",5.4,5.5,"1",98
"1381",5.5,5.7,"1",91
"1382",6.8,6.8,"2",99
"1383",5.9,5.5,"1",97
"1384",5,5.4,"2",95
"1385",5.5,5.4,"2",97
"1386",4.7,5.4,"1",95
"1387",6.9,6.7,"2",94
"1388",5.5,5.9,"2",83
"1389",5.1,5.8,"1",87
"1390",6.6,6.3,"2",93
"1391",5.6,5.2,"1",95
"1392",5.4,4.5,"2",82
"1393",5.8,6.3,"2",91
"1394",5.8,5.7,"2",84
"1395",5.2,5.4,"2",94
"1396",5.2,5.5,"1",95
"1397",6.5,6.6,"2",85
"1398",5.3,5.2,"2",90
"1399",4.9,5,"2",88
"1400",5,4.8,"2",96
"1401",5.6,4.3,"1",95
"1402",5.2,4.9,"2",88
"1403",5.5,5.7,"1",96
"1404",5.9,5,"2",84
"1405",5.1,5.1,"1",99
"1406",5.7,6.1,"1",97
"1407",6.5,6.6,"1",95
"1408",6,6.3,"2",93
"1409",4.7,4.6,"1",100
"1410",5.5,4.9,"1",94
"1411",5.1,6.2,"1",78
"1412",6.6,6.1,"2",100
"1413",6.4,6.6,"1",94
"1414",6.1,6.1,"1",97
"1415",6.2,6.2,"2",81
"1416",6.1,6.5,"1",98
"1417",5.3,6.1,"1",98
"1418",6.7,6.8,"2",100
"1419",6.3,6.4,"2",90
"1420",5.9,5.4,"2",87
"1421",5.3,5,"1",92
"1422",5,5.2,"1",89
"1423",6.5,6.3,"2",95
"1424",5.6,5.2,"1",90
"1425",6.3,5.5,"2",90
"1426",6.5,6.2,"1",100
"1427",5.1,5.3,"2",82
"1428",5.8,6,"1",86
"1429",4.9,5.9,"1",99
"1430",5.1,5.3,"1",71
"1431",6.7,6.6,"2",95
"1432",5.2,4.8,"1",84
"1433",4.8,4.9,"1",95
"1434",6.1,5.5,"2",93
"1435",5.1,4.9,"1",90
"1436",5.4,5.3,"1",93
"1437",6.2,6.5,"2",99
"1438",5.7,5.7,"1",97
"1439",5.5,5,"2",94
"1440",5,4.8,"1",97
"1441",5.8,5.6,"1",99
"1442",5.8,6,"1",97
"1443",5.7,5.3,"1",94
"1444",5.6,5.3,"1",93
"1445",6,6.2,"2",96
"1446",5.8,5.6,"2",97
"1447",5.7,5.8,"1",94
"1448",5.6,3.8,"2",80
"1449",5.2,4.9,"2",98
"1450",5.3,3.8,"1",92
"1451",6.2,5.7,"2",93
"1452",5.4,5.3,"1",100
"1453",5.2,5.6,"2",96
"1454",5,5,"2",93
"1455",6.3,6,"2",100
"1456",5.3,5.4,"2",92
"1457",5.7,5.1,"2",93
"1458",5.8,6,"1",93
"1459",4.9,5.1,"1",96
"1460",5.1,5.5,"2",94
"1461",6.2,6.2,"1",96
"1462",5.9,5.5,"2",99
"1463",6,5.9,"2",94
"1464",5.5,5.6,"1",94
"1465",6.3,5.8,"2",99
"1466",6.4,6.2,"2",91
"1467",5.1,5.6,"1",100
"1468",5.3,5.1,"2",100
"1469",5.7,6.1,"2",100
"1470",6.3,5.8,"2",96
"1471",4.9,4.6,"1",90
"1472",5.5,4.6,"1",99
"1473",6,5.5,"2",95
"1474",4.8,4.5,"2",75
"1475",5.5,5,"1",93
"1476",6.1,6,"2",97
"1477",5.3,5.1,"2",85
"1478",4.9,4.5,"2",96
"1479",6.3,6.6,"2",96
"1480",5.4,5.6,"1",87
"1481",5.4,5.7,"1",97
"1482",5.5,5.5,"2",88
"1483",5.9,5.7,"2",99
"1484",6.7,6.2,"2",86
"1485",6.7,6.7,"1",98
"1486",6.2,6.2,"1",97
"1487",5.1,4.8,"1",90
"1488",5.3,5.7,"1",95
"1489",6.7,6.1,"1",97
"1490",6.3,6.3,"1",99
"1491",5.1,4.9,"1",97
"1492",4.7,5.3,"2",97
"1493",5.4,5.4,"2",96
"1494",5.2,4.8,"2",93
"1495",5.9,5.8,"2",99
"1496",6.2,6.4,"1",97
"1497",5.2,4.5,"1",99
"1498",6,6.2,"2",88
"1499",6.3,6.4,"1",98
"1500",6.4,6.4,"2",97
"1501",5.4,5.7,"1",97
"1502",6.1,6.4,"2",90
"1503",5.4,5.6,"1",88
"1504",5.7,5.7,"1",94
"1505",5.4,4.7,"2",97
"1506",6.1,6.1,"2",81
"1507",6,6.1,"2",97
"1508",5.8,5.8,"2",95
"1509",6.5,6.5,"2",93
"1510",6.2,6.1,"1",97
"1511",5.1,4.3,"1",95
"1512",6.2,6.2,"2",94
"1513",5.5,5.1,"2",98
"1514",5.9,5.4,"2",95
"1515",5.8,5.4,"2",100
"1516",4.7,4.6,"2",89
"1517",5.2,5.3,"1",95
"1518",6.2,6.5,"1",99
"1519",5.3,5.4,"1",83
"1520",5.9,5.6,"2",95
"1521",5.6,4.9,"1",97
"1522",6.4,5.8,"2",98
"1523",5.3,5.7,"1",98
"1524",6.2,5.9,"2",98
"1525",6.3,6.6,"2",93
"1526",5.5,5.1,"2",95
"1527",6.2,6.3,"2",97
"1528",5.2,5.5,"1",97
"1529",6.3,6.2,"1",94
"1530",5,5.5,"2",77
"1531",6,4.5,"2",100
"1532",6.6,6.5,"2",93
"1533",6.1,6,"2",81
"1534",5.4,6.1,"2",90
"1535",5.4,5,"1",95
"1536",5.5,5.5,"2",99
"1537",6.1,6.4,"1",97
"1538",5,5.1,"2",96
"1539",5.5,5.6,"1",92
"1540",5.5,5.7,"2",91
"1541",6,5.6,"2",93
"1542",5.9,5.9,"2",97
"1543",5.3,4.9,"2",97
"1544",6.9,6.9,"1",97
"1545",5.9,5.4,"1",90
"1546",4.9,5.2,"1",95
"1547",6.2,6,"1",97
"1548",5.3,5.1,"2",96
"1549",5.8,5.3,"2",95
"1550",5.8,5.3,"1",90
"1551",5.7,5.1,"2",97
"1552",5.7,4.8,"1",89
"1553",5.3,3.5,"1",82
"1554",5,3.3,"1",92
"1555",5.2,4.9,"1",89
"1556",6.1,6,"1",92
"1557",5.7,6.1,"2",88
"1558",5.7,5.8,"1",98
"1559",6.7,6.4,"2",95
"1560",5.9,5.6,"1",95
"1561",5.7,5.7,"2",95
"1562",5,4.6,"1",95
"1563",5.5,5.9,"1",99
"1564",4.9,5,"1",94
"1565",5.3,5.2,"1",96
"1566",5.7,6.1,"1",89
"1567",6.2,6.2,"2",97
"1568",6.1,4.9,"1",91
"1569",5.8,5,"2",99
"1570",6.6,6.5,"1",98
"1571",5.3,6.1,"2",92
"1572",5,5.1,"2",98
"1573",5,5.2,"2",88
"1574",6.4,6.1,"1",98
"1575",5.1,5.6,"1",94
"1576",5,5.1,"2",91
"1577",5.9,5.1,"1",98
"1578",6.3,6.5,"1",100
"1579",6.4,5.6,"1",93
"1580",5.7,4.3,"2",88
"1581",6.3,6.2,"2",98
"1582",5.8,4.6,"2",85
"1583",5.7,5.6,"1",100
"1584",5.9,6.3,"2",97
"1585",6,6,"1",94
"1586",5.6,5.1,"2",100
"1587",6,6,"2",99
"1588",5.3,5,"1",97
"1589",5.6,4.8,"1",98
"1590",6.3,6.1,"2",89
"1591",5.2,4.9,"2",83
"1592",6.5,6.1,"2",94
"1593",6.5,5.9,"2",85
"1594",5.7,5.1,"1",86
"1595",6.6,6.5,"2",95
"1596",5.9,6.4,"2",96
"1597",5.7,4.5,"2",88
"1598",5.4,5,"2",99
"1599",5.3,5,"1",95
"1600",6.7,6.8,"2",97
"1601",5.8,5.6,"1",91
"1602",6.1,6.1,"2",97
"1603",6.2,5.2,"1",93
"1604",5.5,5.7,"2",86
"1605",5.6,5.6,"2",94
"1606",5.3,5.3,"2",100
"1607",6.6,6.6,"2",99
"1608",6.1,5.8,"1",99
"1609",5,5,"2",94
"1610",5.8,5.4,"1",86
"1611",6.4,6.5,"1",92
"1612",5.8,4.7,"1",89
"1613",5.3,4.8,"1",97
"1614",5.9,5.6,"2",97
"1615",6,5.9,"1",99
"1616",4.6,5.6,"2",93
"1617",5.1,4.9,"1",98
"1618",6.3,4.8,"2",98
"1619",5.1,5.3,"1",89
"1620",5.5,5.4,"2",92
"1621",5.8,5.8,"1",99
"1622",5.6,6.2,"1",82
"1623",6.2,4.8,"2",98
"1624",5.9,6,"2",97
"1625",5.5,5.3,"2",91
"1626",4.9,4.9,"1",92
"1627",5.1,5.6,"1",97
"1628",5.8,5.9,"2",89
"1629",5.2,5.1,"1",93
"1630",5.9,6.1,"1",88
"1631",5.8,5.6,"2",93
"1632",5.4,6.4,"2",85
"1633",5.2,5.3,"2",88
"1634",6.2,5,"1",97
"1635",6.7,6.5,"2",94
"1636",6.2,6.1,"2",84
"1637",5.5,5.5,"1",94
"1638",6.1,5.1,"1",91
"1639",5.2,6,"1",94
"1640",5.7,5.6,"1",98
"1641",6.2,6,"2",100
"1642",6.6,6.7,"2",94
"1643",6,5.6,"2",97
"1644",6.8,6.8,"2",96
"1645",4.9,4.3,"1",87
"1646",5.3,5.3,"2",98
"1647",5.2,5.4,"2",95
"1648",5.7,6.4,"2",94
"1649",5.2,6.1,"2",83
"1650",6.6,6.2,"2",100
"1651",5.6,4.9,"1",84
"1652",5.1,5,"1",93
"1653",5.9,5.5,"2",99
"1654",5.7,6.1,"2",100
"1655",5.3,5.5,"2",97
"1656",5.8,5.3,"2",98
"1657",5.4,4.8,"2",97
"1658",6.3,6.4,"2",99
"1659",5.3,4.7,"2",88
"1660",6,6,"1",99
"1661",6.4,6.9,"2",100
"1662",5.8,5.7,"1",85
"1663",5.3,5.6,"2",95
"1664",5.9,5.5,"1",87
"1665",6.4,5.8,"2",98
"1666",4.8,4.9,"1",87
"1667",6,5.8,"2",93
"1668",5.1,4.8,"1",95
"1669",5.7,4.9,"2",89
"1670",6.5,6.7,"2",97
"1671",5.2,3.9,"2",85
"1672",5.1,4.9,"2",97
"1673",5.4,5.9,"1",93
"1674",5.5,5.2,"1",82
"1675",5.1,4.6,"2",90
"1676",5.9,5.9,"2",92
"1677",6.3,6.2,"2",88
"1678",5.2,5.4,"1",95
"1679",5.4,5.7,"2",87
"1680",5.7,6.1,"1",94
"1681",5.5,5.3,"1",95
"1682",5.3,4.8,"2",80
"1683",4.9,5,"1",88
"1684",5.6,5.6,"1",96
"1685",5.7,5.5,"2",89
"1686",5.6,5.4,"1",98
"1687",6.2,5.7,"1",99
"1688",6.6,6.3,"2",85
"1689",5.4,5.4,"2",94
"1690",6.5,6.5,"1",97
"1691",5.3,5.2,"2",97
"1692",5.8,5.6,"2",91
"1693",5.7,5.9,"2",81
"1694",5.4,5.7,"1",85
"1695",5.1,4.7,"2",93
"1696",6.2,6.2,"1",93
"1697",4.9,4.5,"2",93
"1698",6.6,6.5,"2",98
"1699",6.5,6.6,"2",90
"1700",5.7,5.1,"2",88
"1701",5.3,4.3,"2",97
"1702",5.4,6.2,"1",94
"1703",6.4,6.1,"2",100
"1704",5.8,5.4,"2",95
"1705",5.3,6,"2",88
"1706",5.3,5.7,"2",93
"1707",5.4,6.1,"1",88
"1708",6,5.5,"2",100
"1709",6.6,5.6,"1",100
"1710",6.4,6.5,"2",87
"1711",4.9,5,"1",77
"1712",6.5,6.4,"1",98
"1713",6.3,6.2,"2",94
"1714",6.5,6.3,"2",95
"1715",7,7,"2",98
"1716",6.4,6,"1",98
"1717",6.1,6.3,"2",91
"1718",6.7,6.6,"1",98
"1719",6.6,6.5,"1",98
"1720",5,5.1,"1",98
"1721",5.8,6,"2",80
"1722",6.3,5.8,"1",87
"1723",6,6.4,"1",99
"1724",5.7,5.9,"2",98
"1725",5.7,5.4,"2",100
"1726",6.4,5.9,"2",99
